YEAR,QUARTER,UNIQUE_CARRIER,CARRIER_NAME,TOTAL_COST
2017,2,AA,American Airlines Inc.,483472623
2017,2,AS,Alaska Airlines Inc.,71112095
2017,2,AS,Alaska Airlines Inc.,71267705
2017,2,AS,Alaska Airlines Inc.,73280450
2017,2,B6,JetBlue Airways,106336890
2017,2,B6,JetBlue Airways,107305126
2017,2,B6,JetBlue Airways,111403505
2017,2,DL,Delta Air Lines Inc.,467695114
2017,2,DL,Delta Air Lines Inc.,505968071
2017,2,DL,Delta Air Lines Inc.,526504440
2017,2,F9,Frontier Airlines Inc.,28618976
2017,2,F9,Frontier Airlines Inc.,28633297
2017,2,F9,Frontier Airlines Inc.,29205108
2017,2,G4,Allegiant Air,26166845
2017,2,G4,Allegiant Air,28584598
2017,2,G4,Allegiant Air,30242275
2017,2,HA,Hawaiian Airlines Inc.,32611536
2017,2,HA,Hawaiian Airlines Inc.,32841417
2017,2,HA,Hawaiian Airlines Inc.,33069900
2017,2,NK,Spirit Air Lines,46221323
2017,2,NK,Spirit Air Lines,47920280
2017,2,NK,Spirit Air Lines,48152344
2017,2,UA,United Air Lines Inc.,428188923
2017,2,UA,United Air Lines Inc.,448315754
2017,2,UA,United Air Lines Inc.,452298657
2017,2,WN,Southwest Airlines Co.,308989857
2017,2,WN,Southwest Airlines Co.,313718151
2017,2,WN,Southwest Airlines Co.,320122768
2017,3,AA,American Airlines Inc.,474298088
2017,3,AA,American Airlines Inc.,492481518
2017,3,AA,American Airlines Inc.,519928131
2017,3,AS,Alaska Airlines Inc.,74880696
2017,3,AS,Alaska Airlines Inc.,76698940
2017,3,AS,Alaska Airlines Inc.,79457576
2017,3,B6,JetBlue Airways,108032141
2017,3,B6,JetBlue Airways,115031818
2017,3,B6,JetBlue Airways,123839332
2017,3,DL,Delta Air Lines Inc.,498229067
2017,3,DL,Delta Air Lines Inc.,535785231
2017,3,DL,Delta Air Lines Inc.,558943709
2017,3,F9,Frontier Airlines Inc.,31189729
2017,3,F9,Frontier Airlines Inc.,33609689
2017,3,F9,Frontier Airlines Inc.,34497527
2017,3,G4,Allegiant Air,21836029
2017,3,G4,Allegiant Air,26759574
2017,3,G4,Allegiant Air,31523539
2017,3,HA,Hawaiian Airlines Inc.,33777714
2017,3,HA,Hawaiian Airlines Inc.,35746649
2017,3,HA,Hawaiian Airlines Inc.,35924511
2017,3,NK,Spirit Air Lines,50680220
2017,3,NK,Spirit Air Lines,50909978
2017,3,NK,Spirit Air Lines,56709989
2017,3,UA,United Air Lines Inc.,470835673
2017,3,UA,United Air Lines Inc.,478835917
2017,3,UA,United Air Lines Inc.,493460968
2017,3,WN,Southwest Airlines Co.,303063218
2017,3,WN,Southwest Airlines Co.,320098115
2017,3,WN,Southwest Airlines Co.,327136102
2017,4,AA,American Airlines Inc.,479414257
2017,4,AA,American Airlines Inc.,523911775
2017,4,AA,American Airlines Inc.,551494299
2017,4,AS,Alaska Airlines Inc.,78038953
2017,4,AS,Alaska Airlines Inc.,81797606
2017,4,AS,Alaska Airlines Inc.,88948501
2017,4,B6,JetBlue Airways,117338300
2017,4,B6,JetBlue Airways,117915059
2017,4,B6,JetBlue Airways,132928875
2017,4,DL,Delta Air Lines Inc.,495375994
2017,4,DL,Delta Air Lines Inc.,527198403
2017,4,DL,Delta Air Lines Inc.,552229834
2017,4,F9,Frontier Airlines Inc.,37093695
2017,4,F9,Frontier Airlines Inc.,37427617
2017,4,F9,Frontier Airlines Inc.,41295962
2017,4,G4,Allegiant Air,29280166
2017,4,G4,Allegiant Air,29388053
2017,4,G4,Allegiant Air,33597781
2017,4,HA,Hawaiian Airlines Inc.,37764424
2017,4,HA,Hawaiian Airlines Inc.,38826574
2017,4,HA,Hawaiian Airlines Inc.,42395918
2017,4,NK,Spirit Air Lines,55850185
2017,4,NK,Spirit Air Lines,57269753
2017,4,NK,Spirit Air Lines,62085290
2017,4,UA,United Air Lines Inc.,472662190
2017,4,UA,United Air Lines Inc.,499141199
2017,4,UA,United Air Lines Inc.,515408590
2017,4,WN,Southwest Airlines Co.,321385705
2017,4,WN,Southwest Airlines Co.,328019614
2017,4,WN,Southwest Airlines Co.,329997258
2018,1,AA,American Airlines Inc.,521982273
2018,1,AA,American Airlines Inc.,560634926
2018,1,AA,American Airlines Inc.,583760151
2018,1,AS,Alaska Airlines Inc.,113227536
2018,1,AS,Alaska Airlines Inc.,124660897
2018,1,AS,Alaska Airlines Inc.,129431305
2018,1,B6,JetBlue Airways,132609918
2018,1,B6,JetBlue Airways,142022199
2018,1,B6,JetBlue Airways,142221682
2018,1,DL,Delta Air Lines Inc.,499657381
2018,1,DL,Delta Air Lines Inc.,546581010
2018,1,DL,Delta Air Lines Inc.,554695520
2018,1,F9,Frontier Airlines Inc.,39360836
2018,1,F9,Frontier Airlines Inc.,40488501
2018,1,F9,Frontier Airlines Inc.,43579944
2018,1,G4,Allegiant Air,31416534
2018,1,G4,Allegiant Air,32619856
2018,1,G4,Allegiant Air,41449948
2018,1,HA,Hawaiian Airlines Inc.,39782894
2018,1,HA,Hawaiian Airlines Inc.,44118790
2018,1,HA,Hawaiian Airlines Inc.,44670796
2018,1,NK,Spirit Air Lines,64842232
2018,1,NK,Spirit Air Lines,69562682
2018,1,NK,Spirit Air Lines,70240724
2018,1,UA,United Air Lines Inc.,475312985
2018,1,UA,United Air Lines Inc.,507943829
2018,1,UA,United Air Lines Inc.,550417287
2018,1,WN,Southwest Airlines Co.,295824553
2018,1,WN,Southwest Airlines Co.,319693866
2018,1,WN,Southwest Airlines Co.,351767819
2018,2,AA,American Airlines Inc.,598772599
2018,2,AA,American Airlines Inc.,688107672
2018,2,AA,American Airlines Inc.,715573331
2018,2,AS,Alaska Airlines Inc.,136203107
2018,2,AS,Alaska Airlines Inc.,150860233
2018,2,AS,Alaska Airlines Inc.,152302542
2018,2,B6,JetBlue Airways,153254256
2018,2,B6,JetBlue Airways,167870388
2018,2,B6,JetBlue Airways,169993298
2018,2,DL,Delta Air Lines Inc.,622668832
2018,2,DL,Delta Air Lines Inc.,651070915
2018,2,DL,Delta Air Lines Inc.,705862646
2018,2,F9,Frontier Airlines Inc.,42491263
2018,2,F9,Frontier Airlines Inc.,47480031
2018,2,F9,Frontier Airlines Inc.,48951325
2018,2,G4,Allegiant Air,37854201
2018,2,G4,Allegiant Air,39261794
2018,2,G4,Allegiant Air,45226365
2018,2,HA,Hawaiian Airlines Inc.,45797104
2018,2,HA,Hawaiian Airlines Inc.,50444640
2018,2,HA,Hawaiian Airlines Inc.,51026183
2018,2,NK,Spirit Air Lines,74289874
2018,2,NK,Spirit Air Lines,84672314
2018,2,NK,Spirit Air Lines,87217867
2018,2,UA,United Air Lines Inc.,569304950
2018,2,UA,United Air Lines Inc.,647499154
2018,2,UA,United Air Lines Inc.,686849022
2018,2,WN,Southwest Airlines Co.,354131759
2018,2,WN,Southwest Airlines Co.,385763181
2018,2,WN,Southwest Airlines Co.,403070327
2018,3,AA,American Airlines Inc.,666494249
2018,3,AA,American Airlines Inc.,724232724
2018,3,AA,American Airlines Inc.,735726546
2018,3,AS,Alaska Airlines Inc.,125556848
2018,3,AS,Alaska Airlines Inc.,154113329
2018,3,AS,Alaska Airlines Inc.,156998714
2018,3,B6,JetBlue Airways,161329062
2018,3,B6,JetBlue Airways,176609955
2018,3,B6,JetBlue Airways,176866669
2018,3,DL,Delta Air Lines Inc.,656019382
2018,3,DL,Delta Air Lines Inc.,752331133
2018,3,DL,Delta Air Lines Inc.,776004538
2018,3,F9,Frontier Airlines Inc.,43220639
2018,3,F9,Frontier Airlines Inc.,45981885
2018,3,F9,Frontier Airlines Inc.,48868239
2018,3,G4,Allegiant Air,27681519
2018,3,G4,Allegiant Air,38055346
2018,3,G4,Allegiant Air,47704103
2018,3,HA,Hawaiian Airlines Inc.,51522119
2018,3,HA,Hawaiian Airlines Inc.,52047100
2018,3,HA,Hawaiian Airlines Inc.,53602750
2018,3,NK,Spirit Air Lines,76016010
2018,3,NK,Spirit Air Lines,91321528
2018,3,NK,Spirit Air Lines,91480768
2018,3,UA,United Air Lines Inc.,634502047
2018,3,UA,United Air Lines Inc.,694423722
2018,3,UA,United Air Lines Inc.,709820683
2018,3,WN,Southwest Airlines Co.,352368431
2018,3,WN,Southwest Airlines Co.,389813643
2018,3,WN,Southwest Airlines Co.,409421954
2018,4,AA,American Airlines Inc.,561707796
2018,4,AA,American Airlines Inc.,598494164
2018,4,AA,American Airlines Inc.,709266054
2018,4,AS,Alaska Airlines Inc.,127340061
2018,4,AS,Alaska Airlines Inc.,141954875
2018,4,AS,Alaska Airlines Inc.,151392652
2018,4,B6,JetBlue Airways,148470547
2018,4,B6,JetBlue Airways,158355073
2018,4,B6,JetBlue Airways,169632524
2018,4,DL,Delta Air Lines Inc.,648932844
2018,4,DL,Delta Air Lines Inc.,675360855
2018,4,DL,Delta Air Lines Inc.,715587544
2018,4,F9,Frontier Airlines Inc.,38653570
2018,4,F9,Frontier Airlines Inc.,45355746
2018,4,F9,Frontier Airlines Inc.,50060564
2018,4,G4,Allegiant Air,30074947
2018,4,G4,Allegiant Air,35896261
2018,4,G4,Allegiant Air,37713494
2018,4,HA,Hawaiian Airlines Inc.,43448273
2018,4,HA,Hawaiian Airlines Inc.,47861575
2018,4,HA,Hawaiian Airlines Inc.,53350657
2018,4,NK,Spirit Air Lines,71860839
2018,4,NK,Spirit Air Lines,78408771
2018,4,NK,Spirit Air Lines,79410404
2018,4,UA,United Air Lines Inc.,569473976
2018,4,UA,United Air Lines Inc.,617440815
2018,4,UA,United Air Lines Inc.,686746812
2018,4,WN,Southwest Airlines Co.,357550908
2018,4,WN,Southwest Airlines Co.,390252215
2018,4,WN,Southwest Airlines Co.,392274611
2019,1,AA,American Airlines Inc.,506989847
2019,1,AA,American Airlines Inc.,527930266
2019,1,AA,American Airlines Inc.,595793975
2019,1,AS,Alaska Airlines Inc.,110417119
2019,1,AS,Alaska Airlines Inc.,117295194
2019,1,AS,Alaska Airlines Inc.,134629100
2019,1,B6,JetBlue Airways,136980956
2019,1,B6,JetBlue Airways,137193906
2019,1,B6,JetBlue Airways,162930484
2019,1,DL,Delta Air Lines Inc.,512424644
2019,1,DL,Delta Air Lines Inc.,562392438
2019,1,DL,Delta Air Lines Inc.,609257127
2019,1,F9,Frontier Airlines Inc.,37663471
2019,1,F9,Frontier Airlines Inc.,39458547
2019,1,F9,Frontier Airlines Inc.,42894498
2019,1,G4,Allegiant Air,25625440
2019,1,G4,Allegiant Air,30327743
2019,1,G4,Allegiant Air,43520144
2019,1,HA,Hawaiian Airlines Inc.,37668430
2019,1,HA,Hawaiian Airlines Inc.,39987014
2019,1,HA,Hawaiian Airlines Inc.,43417084
2019,1,NK,Spirit Air Lines,71242248
2019,1,NK,Spirit Air Lines,71407508
2019,1,NK,Spirit Air Lines,86986328
2019,1,UA,United Air Lines Inc.,472939819
2019,1,UA,United Air Lines Inc.,500710455
2019,1,UA,United Air Lines Inc.,597728943
2019,1,WN,Southwest Airlines Co.,293559548
2019,1,WN,Southwest Airlines Co.,315731576
2019,1,WN,Southwest Airlines Co.,359210576
2019,2,AA,American Airlines Inc.,589969418
2019,2,AA,American Airlines Inc.,636743732
2019,2,AA,American Airlines Inc.,660653095
2019,2,AS,Alaska Airlines Inc.,137208447
2019,2,AS,Alaska Airlines Inc.,137655825
2019,2,AS,Alaska Airlines Inc.,151473132
2019,2,B6,JetBlue Airways,154413079
2019,2,B6,JetBlue Airways,162565520
2019,2,B6,JetBlue Airways,167296966
2019,2,DL,Delta Air Lines Inc.,598624785
2019,2,DL,Delta Air Lines Inc.,654812923
2019,2,DL,Delta Air Lines Inc.,712864450
2019,2,F9,Frontier Airlines Inc.,42763590
2019,2,F9,Frontier Airlines Inc.,44641836
2019,2,F9,Frontier Airlines Inc.,46689995
2019,2,G4,Allegiant Air,38336963
2019,2,G4,Allegiant Air,39038523
2019,2,G4,Allegiant Air,42633730
2019,2,HA,Hawaiian Airlines Inc.,42539408
2019,2,HA,Hawaiian Airlines Inc.,44830079
2019,2,HA,Hawaiian Airlines Inc.,48008106
2019,2,NK,Spirit Air Lines,85020397
2019,2,NK,Spirit Air Lines,85227413
2019,2,NK,Spirit Air Lines,94757645
2019,2,UA,United Air Lines Inc.,591706212
2019,2,UA,United Air Lines Inc.,628169636
2019,2,UA,United Air Lines Inc.,653718728
2019,2,WN,Southwest Airlines Co.,348343487
2019,2,WN,Southwest Airlines Co.,357969700
2019,2,WN,Southwest Airlines Co.,378163574
2019,3,AA,American Airlines Inc.,582240436
2019,3,AA,American Airlines Inc.,646382308
2019,3,AA,American Airlines Inc.,658527259
2019,3,AS,Alaska Airlines Inc.,125986059
2019,3,AS,Alaska Airlines Inc.,139348885
2019,3,AS,Alaska Airlines Inc.,146809415
2019,3,B6,JetBlue Airways,140202692
2019,3,B6,JetBlue Airways,163627281
2019,3,B6,JetBlue Airways,167225559
2019,3,DL,Delta Air Lines Inc.,602353484
2019,3,DL,Delta Air Lines Inc.,669235386
2019,3,DL,Delta Air Lines Inc.,688490352
2019,3,F9,Frontier Airlines Inc.,45457018
2019,3,F9,Frontier Airlines Inc.,47369606
2019,3,F9,Frontier Airlines Inc.,50399307
2019,3,G4,Allegiant Air,22762069
2019,3,G4,Allegiant Air,34765065
2019,3,G4,Allegiant Air,47822962
2019,3,HA,Hawaiian Airlines Inc.,43073780
2019,3,HA,Hawaiian Airlines Inc.,45057213
2019,3,HA,Hawaiian Airlines Inc.,45063837
2019,3,NK,Spirit Air Lines,73426677
2019,3,NK,Spirit Air Lines,88843977
2019,3,NK,Spirit Air Lines,91576334
2019,3,UA,United Air Lines Inc.,561519578
2019,3,UA,United Air Lines Inc.,626433174
2019,3,UA,United Air Lines Inc.,645067356
2019,3,WN,Southwest Airlines Co.,319609214
2019,3,WN,Southwest Airlines Co.,346816200
2019,3,WN,Southwest Airlines Co.,368451237
2019,4,AA,American Airlines Inc.,541957465
2019,4,AA,American Airlines Inc.,590466091
2019,4,AA,American Airlines Inc.,595409136
2019,4,AS,Alaska Airlines Inc.,132086002
2019,4,AS,Alaska Airlines Inc.,133067672
2019,4,AS,Alaska Airlines Inc.,140403671
2019,4,B6,JetBlue Airways,147500561
2019,4,B6,JetBlue Airways,147708074
2019,4,B6,JetBlue Airways,159546450
2019,4,DL,Delta Air Lines Inc.,534860907
2019,4,DL,Delta Air Lines Inc.,584470564
2019,4,DL,Delta Air Lines Inc.,584944523
2019,4,F9,Frontier Airlines Inc.,47574276
2019,4,F9,Frontier Airlines Inc.,48742834
2019,4,F9,Frontier Airlines Inc.,49864689
2019,4,G4,Allegiant Air,32695081
2019,4,G4,Allegiant Air,32944387
2019,4,G4,Allegiant Air,38181190
2019,4,HA,Hawaiian Airlines Inc.,41902816
2019,4,HA,Hawaiian Airlines Inc.,43732171
2019,4,HA,Hawaiian Airlines Inc.,46134474
2019,4,NK,Spirit Air Lines,79877614
2019,4,NK,Spirit Air Lines,80509044
2019,4,NK,Spirit Air Lines,84602000
2019,4,UA,United Air Lines Inc.,555536642
2019,4,UA,United Air Lines Inc.,593926999
2019,4,UA,United Air Lines Inc.,596508382
2019,4,WN,Southwest Airlines Co.,341558294
2019,4,WN,Southwest Airlines Co.,349391883
2019,4,WN,Southwest Airlines Co.,364431875
2020,1,AA,American Airlines Inc.,289546879
2020,1,AA,American Airlines Inc.,455402357
2020,1,AA,American Airlines Inc.,556711791
2020,1,AS,Alaska Airlines Inc.,77392572
2020,1,AS,Alaska Airlines Inc.,106484278
2020,1,AS,Alaska Airlines Inc.,133024770
2020,1,B6,JetBlue Airways,89374944
2020,1,B6,JetBlue Airways,124068316
2020,1,B6,JetBlue Airways,151790570
2020,1,DL,Delta Air Lines Inc.,328034350
2020,1,DL,Delta Air Lines Inc.,497041379
2020,1,DL,Delta Air Lines Inc.,553189593
2020,1,F9,Frontier Airlines Inc.,27887469
2020,1,F9,Frontier Airlines Inc.,40016895
2020,1,F9,Frontier Airlines Inc.,49540426
2020,1,G4,Allegiant Air,25952659
2020,1,G4,Allegiant Air,31200313
2020,1,G4,Allegiant Air,32104867
2020,1,HA,Hawaiian Airlines Inc.,25189490
2020,1,HA,Hawaiian Airlines Inc.,37084647
2020,1,HA,Hawaiian Airlines Inc.,46795957
2020,1,NK,Spirit Air Lines,55908839
2020,1,NK,Spirit Air Lines,71931837
2020,1,NK,Spirit Air Lines,85367301
2020,1,UA,United Air Lines Inc.,303694826
2020,1,UA,United Air Lines Inc.,442810554
2020,1,UA,United Air Lines Inc.,561002586
2020,1,WN,Southwest Airlines Co.,220830400
2020,1,WN,Southwest Airlines Co.,279923925
2020,1,WN,Southwest Airlines Co.,326751238
2020,2,AA,American Airlines Inc.,58997504
2020,2,AA,American Airlines Inc.,61163312
2020,2,AA,American Airlines Inc.,78700810
2020,2,AS,Alaska Airlines Inc.,11097519
2020,2,AS,Alaska Airlines Inc.,13731493
2020,2,AS,Alaska Airlines Inc.,21213167
2020,2,B6,JetBlue Airways,5211764
2020,2,B6,JetBlue Airways,8564923
2020,2,B6,JetBlue Airways,15418440
2020,2,DL,Delta Air Lines Inc.,62121948
2020,2,DL,Delta Air Lines Inc.,72752578
2020,2,DL,Delta Air Lines Inc.,197938202
2020,2,F9,Frontier Airlines Inc.,2048037
2020,2,F9,Frontier Airlines Inc.,3395839
2020,2,F9,Frontier Airlines Inc.,7322574
2020,2,G4,Allegiant Air,1862842
2020,2,G4,Allegiant Air,7147534
2020,2,G4,Allegiant Air,17825156
2020,2,HA,Hawaiian Airlines Inc.,1454144
2020,2,HA,Hawaiian Airlines Inc.,2014053
2020,2,HA,Hawaiian Airlines Inc.,3279036
2020,2,NK,Spirit Air Lines,878753
2020,2,NK,Spirit Air Lines,9224898
2020,2,NK,Spirit Air Lines,9810140
2020,2,UA,United Air Lines Inc.,53160118
2020,2,UA,United Air Lines Inc.,53406730
2020,2,UA,United Air Lines Inc.,60960285
2020,2,WN,Southwest Airlines Co.,69933681
2020,2,WN,Southwest Airlines Co.,83583534
2020,2,WN,Southwest Airlines Co.,106584614
2020,3,AA,American Airlines Inc.,134668192
2020,3,AA,American Airlines Inc.,137596378
2020,3,AA,American Airlines Inc.,147764885
2020,3,AS,Alaska Airlines Inc.,28101868
2020,3,AS,Alaska Airlines Inc.,32412973
2020,3,AS,Alaska Airlines Inc.,37335083
2020,3,B6,JetBlue Airways,27903498
2020,3,B6,JetBlue Airways,33455113
2020,3,B6,JetBlue Airways,39958028
2020,3,DL,Delta Air Lines Inc.,110549406
2020,3,DL,Delta Air Lines Inc.,145466274
2020,3,DL,Delta Air Lines Inc.,154212501
2020,3,F9,Frontier Airlines Inc.,12919068
2020,3,F9,Frontier Airlines Inc.,14501660
2020,3,F9,Frontier Airlines Inc.,14655944
2020,3,G4,Allegiant Air,10951165
2020,3,G4,Allegiant Air,18935310
2020,3,G4,Allegiant Air,22852033
2020,3,HA,Hawaiian Airlines Inc.,4378022
2020,3,HA,Hawaiian Airlines Inc.,5194761
2020,3,HA,Hawaiian Airlines Inc.,5286724
2020,3,NK,Spirit Air Lines,22475343
2020,3,NK,Spirit Air Lines,32125803
2020,3,NK,Spirit Air Lines,39683432
2020,3,UA,United Air Lines Inc.,100541201
2020,3,UA,United Air Lines Inc.,120278407
2020,3,UA,United Air Lines Inc.,130176092
2020,3,WN,Southwest Airlines Co.,106402789
2020,3,WN,Southwest Airlines Co.,130587961
2020,3,WN,Southwest Airlines Co.,132255523
2020,4,AA,American Airlines Inc.,144193614
2020,4,AA,American Airlines Inc.,154076319
2020,4,AA,American Airlines Inc.,188691967
2020,4,AS,Alaska Airlines Inc.,37160773
2020,4,AS,Alaska Airlines Inc.,42042008
2020,4,AS,Alaska Airlines Inc.,50529678
2020,4,B6,JetBlue Airways,34769230
2020,4,B6,JetBlue Airways,42461537
2020,4,B6,JetBlue Airways,56703285
2020,4,DL,Delta Air Lines Inc.,157785209
2020,4,DL,Delta Air Lines Inc.,167086598
2020,4,DL,Delta Air Lines Inc.,284556644
2020,4,F9,Frontier Airlines Inc.,14529212
2020,4,F9,Frontier Airlines Inc.,15038238
2020,4,F9,Frontier Airlines Inc.,17284515
2020,4,G4,Allegiant Air,16390888
2020,4,G4,Allegiant Air,16564228
2020,4,G4,Allegiant Air,19814523
2020,4,HA,Hawaiian Airlines Inc.,5298292
2020,4,HA,Hawaiian Airlines Inc.,8048847
2020,4,HA,Hawaiian Airlines Inc.,12563567
2020,4,NK,Spirit Air Lines,26276717
2020,4,NK,Spirit Air Lines,35896134
2020,4,NK,Spirit Air Lines,41424285
2020,4,UA,United Air Lines Inc.,138030517
2020,4,UA,United Air Lines Inc.,156747706
2020,4,UA,United Air Lines Inc.,192876693
2020,4,WN,Southwest Airlines Co.,98929453
2020,4,WN,Southwest Airlines Co.,121663611
2020,4,WN,Southwest Airlines Co.,129739357
2021,1,AA,American Airlines Inc.,206625441
2021,1,AA,American Airlines Inc.,208972614
2021,1,AA,American Airlines Inc.,303749155
2021,1,AS,Alaska Airlines Inc.,51630932
2021,1,AS,Alaska Airlines Inc.,54769497
2021,1,AS,Alaska Airlines Inc.,76656025
2021,1,B6,JetBlue Airways,50652720
2021,1,B6,JetBlue Airways,56782800
2021,1,B6,JetBlue Airways,85958553
2021,1,DL,Delta Air Lines Inc.,218282592
2021,1,DL,Delta Air Lines Inc.,247604695
2021,1,DL,Delta Air Lines Inc.,423334828
2021,1,F9,Frontier Airlines Inc.,17479290
2021,1,F9,Frontier Airlines Inc.,19150509
2021,1,F9,Frontier Airlines Inc.,34116874
2021,1,G4,Allegiant Air,16762471
2021,1,G4,Allegiant Air,24846560
2021,1,G4,Allegiant Air,41132293
2021,1,HA,Hawaiian Airlines Inc.,13607608
2021,1,HA,Hawaiian Airlines Inc.,15268867
2021,1,HA,Hawaiian Airlines Inc.,18153226
2021,1,NK,Spirit Air Lines,39642429
2021,1,NK,Spirit Air Lines,41231250
2021,1,NK,Spirit Air Lines,62056809
2021,1,UA,United Air Lines Inc.,178085435
2021,1,UA,United Air Lines Inc.,184781849
2021,1,UA,United Air Lines Inc.,251018504
2021,1,WN,Southwest Airlines Co.,117896603
2021,1,WN,Southwest Airlines Co.,128747636
2021,1,WN,Southwest Airlines Co.,208449312
2021,2,AA,American Airlines Inc.,325512712
2021,2,AA,American Airlines Inc.,376552409
2021,2,AA,American Airlines Inc.,446093180
2021,2,AS,Alaska Airlines Inc.,82885152
2021,2,AS,Alaska Airlines Inc.,93639262
2021,2,AS,Alaska Airlines Inc.,101837211
2021,2,B6,JetBlue Airways,86768253
2021,2,B6,JetBlue Airways,113688894
2021,2,B6,JetBlue Airways,134432664
2021,2,DL,Delta Air Lines Inc.,305428054
2021,2,DL,Delta Air Lines Inc.,546831280
2021,2,DL,Delta Air Lines Inc.,546831280
2021,2,F9,Frontier Airlines Inc.,35267772
2021,2,F9,Frontier Airlines Inc.,40033450
2021,2,F9,Frontier Airlines Inc.,47202805
2021,2,G4,Allegiant Air,31335786
2021,2,G4,Allegiant Air,31471202
2021,2,G4,Allegiant Air,46836051
2021,2,HA,Hawaiian Airlines Inc.,20672002
2021,2,HA,Hawaiian Airlines Inc.,26376158
2021,2,HA,Hawaiian Airlines Inc.,32146022
2021,2,NK,Spirit Air Lines,60555363
2021,2,NK,Spirit Air Lines,75125837
2021,2,NK,Spirit Air Lines,79143439
2021,2,UA,United Air Lines Inc.,255753295
2021,2,UA,United Air Lines Inc.,292805029
2021,2,UA,United Air Lines Inc.,355399792
2021,2,WN,Southwest Airlines Co.,225324414
2021,2,WN,Southwest Airlines Co.,249627137
2021,2,WN,Southwest Airlines Co.,302034596
2021,3,AA,American Airlines Inc.,440508443
2021,3,AA,American Airlines Inc.,473965784
2021,3,AA,American Airlines Inc.,497524948
2021,3,AS,Alaska Airlines Inc.,105612864
2021,3,AS,Alaska Airlines Inc.,112690985
2021,3,AS,Alaska Airlines Inc.,115152650
2021,3,B6,JetBlue Airways,137472167
2021,3,B6,JetBlue Airways,151816326
2021,3,B6,JetBlue Airways,153266178
2021,3,DL,Delta Air Lines Inc.,382162162
2021,3,DL,Delta Air Lines Inc.,452052866
2021,3,DL,Delta Air Lines Inc.,454131759
2021,3,F9,Frontier Airlines Inc.,43889226
2021,3,F9,Frontier Airlines Inc.,50111785
2021,3,F9,Frontier Airlines Inc.,54056581
2021,3,G4,Allegiant Air,27717396
2021,3,G4,Allegiant Air,37243170
2021,3,G4,Allegiant Air,53418291
2021,3,HA,Hawaiian Airlines Inc.,32490994
2021,3,HA,Hawaiian Airlines Inc.,34662461
2021,3,HA,Hawaiian Airlines Inc.,35391676
2021,3,NK,Spirit Air Lines,79816264
2021,3,NK,Spirit Air Lines,83309306
2021,3,NK,Spirit Air Lines,96492045
2021,3,UA,United Air Lines Inc.,410811913
2021,3,UA,United Air Lines Inc.,423073360
2021,3,UA,United Air Lines Inc.,437573173
2021,3,WN,Southwest Airlines Co.,299094431
2021,3,WN,Southwest Airlines Co.,322560094
2021,3,WN,Southwest Airlines Co.,328471704
2021,4,AA,American Airlines Inc.,519162264
2021,4,AA,American Airlines Inc.,537431614
2021,4,AA,American Airlines Inc.,558226403
2021,4,AS,Alaska Airlines Inc.,119327354
2021,4,AS,Alaska Airlines Inc.,123657752
2021,4,AS,Alaska Airlines Inc.,128052758
2021,4,B6,JetBlue Airways,149606198
2021,4,B6,JetBlue Airways,151568262
2021,4,B6,JetBlue Airways,160739181
2021,4,DL,Delta Air Lines Inc.,361538692
2021,4,DL,Delta Air Lines Inc.,469429681
2021,4,DL,Delta Air Lines Inc.,496473706
2021,4,F9,Frontier Airlines Inc.,54785642
2021,4,F9,Frontier Airlines Inc.,56816974
2021,4,F9,Frontier Airlines Inc.,58575586
2021,4,G4,Allegiant Air,42253769
2021,4,G4,Allegiant Air,42769757
2021,4,G4,Allegiant Air,44638323
2021,4,HA,Hawaiian Airlines Inc.,37785128
2021,4,HA,Hawaiian Airlines Inc.,38620799
2021,4,HA,Hawaiian Airlines Inc.,39625669
2021,4,NK,Spirit Air Lines,95032997
2021,4,NK,Spirit Air Lines,98767269
2021,4,NK,Spirit Air Lines,102771686
2021,4,UA,United Air Lines Inc.,476348957
2021,4,UA,United Air Lines Inc.,507162319
2021,4,UA,United Air Lines Inc.,527074335
2021,4,WN,Southwest Airlines Co.,332300547
2021,4,WN,Southwest Airlines Co.,334170376
2021,4,WN,Southwest Airlines Co.,346706212
2022,1,AA,American Airlines Inc.,547233237
2022,1,AA,American Airlines Inc.,554507691
2022,1,AA,American Airlines Inc.,786630302
2022,1,AS,Alaska Airlines Inc.,120550760
2022,1,AS,Alaska Airlines Inc.,128599048
2022,1,AS,Alaska Airlines Inc.,187066635
2022,1,B6,JetBlue Airways,149973681
2022,1,B6,JetBlue Airways,176153544
2022,1,B6,JetBlue Airways,244847019
2022,1,DL,Delta Air Lines Inc.,521404212
2022,1,DL,Delta Air Lines Inc.,555969316
2022,1,DL,Delta Air Lines Inc.,724072271
2022,1,F9,Frontier Airlines Inc.,55186447
2022,1,F9,Frontier Airlines Inc.,57859746
2022,1,F9,Frontier Airlines Inc.,83449735
2022,1,G4,Allegiant Air,40130917
2022,1,G4,Allegiant Air,47085300
2022,1,G4,Allegiant Air,77157913
2022,1,HA,Hawaiian Airlines Inc.,42060623
2022,1,HA,Hawaiian Airlines Inc.,42523951
2022,1,HA,Hawaiian Airlines Inc.,59454946
2022,1,NK,Spirit Air Lines,103259517
2022,1,NK,Spirit Air Lines,109923332
2022,1,NK,Spirit Air Lines,155402010
2022,1,UA,United Air Lines Inc.,504386213
2022,1,UA,United Air Lines Inc.,518416150
2022,1,UA,United Air Lines Inc.,741417455
2022,1,WN,Southwest Airlines Co.,280310225
