YEAR,QUARTER,UNIQUE_CARRIER,CARRIER_NAME,TOTAL_COST
2022,1,WN,Southwest Airlines Co.,288010811
2022,1,WN,Southwest Airlines Co.,385014698
2022,2,AA,American Airlines Inc.,917951014
2022,2,AA,American Airlines Inc.,1062889659
2022,2,AA,American Airlines Inc.,1118750998
2022,2,AS,Alaska Airlines Inc.,223250927
2022,2,AS,Alaska Airlines Inc.,245089646
2022,2,AS,Alaska Airlines Inc.,250100103
2022,2,B6,JetBlue Airways,289248017
2022,2,B6,JetBlue Airways,296453468
2022,2,B6,JetBlue Airways,324631919
2022,2,DL,Delta Air Lines Inc.,757972336
2022,2,DL,Delta Air Lines Inc.,934954149
2022,2,DL,Delta Air Lines Inc.,1121677401
2022,2,F9,Frontier Airlines Inc.,101578983
2022,2,F9,Frontier Airlines Inc.,103845337
2022,2,F9,Frontier Airlines Inc.,106546295
2022,2,G4,Allegiant Air,81907388
2022,2,G4,Allegiant Air,82171656
2022,2,G4,Allegiant Air,93888043
2022,2,HA,Hawaiian Airlines Inc.,65658855
2022,2,HA,Hawaiian Airlines Inc.,71819373
2022,2,HA,Hawaiian Airlines Inc.,79794033
2022,2,NK,Spirit Air Lines,172449354
2022,2,NK,Spirit Air Lines,184304162
2022,2,NK,Spirit Air Lines,201879595
2022,2,UA,United Air Lines Inc.,917446666
2022,2,UA,United Air Lines Inc.,1093127694
2022,2,UA,United Air Lines Inc.,1132450794
2022,2,WN,Southwest Airlines Co.,466698345
2022,2,WN,Southwest Airlines Co.,533791435
2022,2,WN,Southwest Airlines Co.,562910530
2022,3,AA,American Airlines Inc.,897225047
2022,3,AA,American Airlines Inc.,1016517515
2022,3,AA,American Airlines Inc.,1125220784
2022,3,AS,Alaska Airlines Inc.,206757539
2022,3,AS,Alaska Airlines Inc.,222222705
2022,3,AS,Alaska Airlines Inc.,246438713
2022,3,B6,JetBlue Airways,244106915
2022,3,B6,JetBlue Airways,276045377
2022,3,B6,JetBlue Airways,302248680
2022,3,DL,Delta Air Lines Inc.,937297884
2022,3,DL,Delta Air Lines Inc.,969187715
2022,3,DL,Delta Air Lines Inc.,981019316
2022,3,F9,Frontier Airlines Inc.,87930099
2022,3,F9,Frontier Airlines Inc.,93257923
2022,3,F9,Frontier Airlines Inc.,105017554
2022,3,G4,Allegiant Air,48909248
2022,3,G4,Allegiant Air,64121374
2022,3,G4,Allegiant Air,94896444
2022,3,HA,Hawaiian Airlines Inc.,67782604
2022,3,HA,Hawaiian Airlines Inc.,71567903
2022,3,HA,Hawaiian Airlines Inc.,79009182
2022,3,NK,Spirit Air Lines,159838640
2022,3,NK,Spirit Air Lines,168472840
2022,3,NK,Spirit Air Lines,180184252
2022,3,UA,United Air Lines Inc.,932912803
2022,3,UA,United Air Lines Inc.,1047072592
2022,3,UA,United Air Lines Inc.,1188316058
2022,3,WN,Southwest Airlines Co.,537156815
2022,3,WN,Southwest Airlines Co.,537558287
2022,3,WN,Southwest Airlines Co.,589458134
2022,4,AA,American Airlines Inc.,883487870
2022,4,AA,American Airlines Inc.,891834342
2022,4,AA,American Airlines Inc.,947749191
2022,4,AS,Alaska Airlines Inc.,179070945
2022,4,AS,Alaska Airlines Inc.,192403286
2022,4,AS,Alaska Airlines Inc.,206375515
2022,4,B6,JetBlue Airways,257334442
2022,4,B6,JetBlue Airways,260975559
2022,4,B6,JetBlue Airways,279221479
2022,4,DL,Delta Air Lines Inc.,728107350
2022,4,DL,Delta Air Lines Inc.,826914217
2022,4,DL,Delta Air Lines Inc.,883582242
2022,4,F9,Frontier Airlines Inc.,86121015
2022,4,F9,Frontier Airlines Inc.,98141455
2022,4,F9,Frontier Airlines Inc.,100822272
2022,4,G4,Allegiant Air,58963253
2022,4,G4,Allegiant Air,62443943
2022,4,G4,Allegiant Air,63577899
2022,4,HA,Hawaiian Airlines Inc.,66193768
2022,4,HA,Hawaiian Airlines Inc.,67993314
2022,4,HA,Hawaiian Airlines Inc.,71116717
2022,4,NK,Spirit Air Lines,150500638
2022,4,NK,Spirit Air Lines,168094151
2022,4,NK,Spirit Air Lines,175660475
2022,4,UA,United Air Lines Inc.,917695849
2022,4,UA,United Air Lines Inc.,927374054
2022,4,UA,United Air Lines Inc.,960920348
2022,4,WN,Southwest Airlines Co.,458677473
2022,4,WN,Southwest Airlines Co.,506090745
2022,4,WN,Southwest Airlines Co.,549945567
